,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
2609,Burnpur Cement Limited,BURNPUR,BURNPUR CEMENT LTD.,Active,B ,10.00,INE817H01014,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
2610,MANAKSIA LIMITED,MANAKSIA,MANAKSIA LTD.,Active,B ,2.00,INE015D01022,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
2611,PORWAL AUTO COMPONENTS LIMITED,PORWAL,PORWAL AUTO COMPONENTS LTD.,Active,X ,10.00,INE386I01018,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
2612,PPAP Automotive Limited,PPAP,PPAP Automotive Limited,Active,B ,10.00,INE095I01015,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
2613,"Aries Agro Limited,",ARIES,ARIES AGRO LTD.,Active,B ,10.00,INE298I01015,Chemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,
2614,Kuantum Papers Limited,KUANTUM,KUANTUM PAPERS LTD.,Active,B ,1.00,INE529I01021,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
2615,Reliance Power Limited,RPOWER,RELIANCE POWER LTD.,Active,A ,10.00,INE614G01033,Power,Equity,Utilities,Power,Power,Electric Utilities,
2616,J. Kumar Infraprojects Limited,JKIL,J.KUMAR INFRAPROJECTS LTD.,Active,A ,5.00,INE576I01022,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2617,Cords Cable Industries Limited,CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,Active,B ,10.00,INE792I01017,Capital ods,Equity,Industrials,Capital ods,IN070205,Cables - Electricals,
2618,KNR Constructions Limited,KNRCON,KNR CONSTRUCTIONS LTD.,Active,A ,2.00,INE634I01029,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2619,OnMobile Global Ltd.,ONMOBILE,OnMobile Global Ltd.,Active,A ,10.00,INE809I01019,Telecommunication,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,
2620,SEPC LIMITED,SEPC,SEPC Ltd,Active,B ,10.00,INE964H01014,Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
2621,Bang Overseas Ltd,BANG,BANG OVERSEAS LTD.,Active,B ,10.00,INE863I01016,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
2622,IRB Infrastructure Developers Limited,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,Active,A ,10.00,INE821I01014,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2623,GSS Infotech Ltd,GSS,GSS INFOTECH LTD.,Active,B ,10.00,INE871H01011,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
2624,Nahar Capital & Financial Services Ltd.,NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,Active,B ,5.00,INE049I01012,Financial Services,Equity,Financial Services,Financial Services,Finance,Investment Company,
2625,V-Guard Industries Ltd.,VGUARD,V-GUARD INDUSTRIES LTD.,Active,A ,1.00,INE951I01027,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,
2626,REC LIMITED,RECLTD,REC Ltd,Active,A ,10.00,INE020B01018,Financial Services,Equity,Financial Services,Financial Services,Finance,Financial Institution,
2627,GOKAK TEXTILES LTD.,GOKAKTEX,GOKAK TEXTILES LTD.,Active,X ,10.00,INE642I01014,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
2628,AJR INFRA AND TOLLING LIMITED,AJRINFRA,AJR Infra And Tolling Ltd,Active,B ,2.00,INE181G01025,Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
2629,Dhani Services Limited,DHANI,Dhani Services Ltd,Active,A ,2.00,INE274G01010,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
2630,Titagarh Wagons Ltd,TWL,TITAGARH WAGONS LTD.,Active,B ,2.00,INE615H01020,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Railway Wans,
2631,KIRI INDUSTRIES LIMITED,KIRIINDUS,KIRI INDUSTRIES LTD.,Active,A ,10.00,INE415I01015,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,
2632,Sankhya Infotech Ltd.,SANKHYAIN,SANKHYA INFOTECH LTD.,Active,XT,10.00,INE877A01013,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Software Products,
2633,Aditya Birla  Money Ltd,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,Active,B ,1.00,INE865C01022,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
2634,AISHWARYA TECHNOLOGIES AND TELECOM LIMITED,AISHWARYA,Aishwarya Technologies And Telecom Ltd,Active,Z ,5.00,INE778I01024,Telecommunication,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,
2635,Jai Balaji Industries Limited,JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,Active,B ,10.00,INE091G01018,Metals & Mining,Equity,Commodities,Metals & Mining,Ferrous Metals,Pig Iron,
2636,Bajaj Auto Limited,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A ,10.00,INE917I01010,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,
2637,Bajaj Finserv Limited,BAJAJFINSV,BAJAJ FINSERV LTD.,Active,A ,5.00,INE918I01018,Financial Services,Equity,Financial Services,Financial Services,Finance,Holding Company,
2638,Gokul Refoils and Solvent Limited,GOKUL,GOKUL REFOILS & SOLVENT LTD.,Active,B ,2.00,INE020J01029,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Edible Oil,
2639,RPG Life Sciences Limited,RPGLIFE,RPG LIFE SCIENCES LTD.,Active,B ,8.00,INE105J01010,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
2640,Kotak Mahindra Mutual Fund,KTKSENSEX,KOTAK SENSEX ETF,Active,B ,10.00,INF373I01031,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme - ETF,
2641,Niraj Cement Structurals Limited,NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.,Active,B ,10.00,INE368I01016,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2642,Rane Brake Lining Limited,RBL,RANE BRAKE LINING LTD.,Active,B ,10.00,INE244J01017,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
2643,Rane Engine Valve Limited,RANEENGINE,RANE ENGINE VALVE LTD.,Active,B ,10.00,INE222J01013,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
2644,Bafna Pharmaceuticals Limited,BAFNAPHARM,BAFNA PHARMACEUTICALS LTD.,Active,B ,10.00,INE878I01022,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
2645,CHL Limited,CHLLTD,CHL LTD.,Active,X ,2.00,INE790D01020,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,
2646,SEJAL GLASS LIMITED,SEJAL,Sejal Glass Ltd,Active,T ,10.00,INE955I01044,Capital ods,Equity,Industrials,Capital ods,IN070205,Glass - Industrial,
2647,Archidply Industries Limited,ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD.,Active,B ,10.00,INE877I01016,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,
2648,Lotus Eye Hospital And Institute Limited,LEHIL,Lotus Eye Hospital And Institute Ltd,Active,B ,10.00,INE947I01017,Healthcare,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
2649,SOMI CONVEYOR BELTINGS LIMITED,SOMICONV,SOMI CONVEYOR BELTINGS LTD.,Active,B ,10.00,INE323J01019,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Industrial Equipments,
2650,Deutsche Mutual Fund,DWSFTS50AG,DEUTSCHE MUTUAL FUND - DWS FIXED TERM SERIES 50 - PLAN A - GROWTH OPTION,Active,F ,10.00,INF223J01051,-,MF,-,-,-,-,
2651,Deutsche Mutual Fund,DWSFTS50BG,DEUTSCHE MUTUAL FUND - DWS FIXED TERM SERIES 50 - PLAN B - GROWTH OPTION,Active,F ,10.00,INF223J01077,-,MF,-,-,-,-,
2652,LGB Forge Limited,LGBFORGE,LGB FORGE LTD.,Active,B ,1.00,INE201J01017,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
2653,Landmark Property Development Company Ltd.,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,Active,B ,1.00,INE197J01017,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2654,Sicagen India Limited,SICAGEN,SICAGEN INDIA LTD.,Active,X ,10.00,INE176J01011,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
2655,SIMPLEX MILLS COMPANY LIMITED,SIMPLXMIL,SIMPLEX MILLS COMPANY LTD.,Active,X ,10.00,INE457H01019,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
2656,SIMPLEX PAPERS LTD.,SIMPLXPAP,SIMPLEX PAPERS LTD.,Active,XT,10.00,INE456H01011,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
2657,WABCO India Ltd,WABCOINDIA,WABCO INDIA LTD.,Active,A ,5.00,INE342J01019,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
2658,Alkali Metals Limited,ALKALI,ALKALI METALS LTD.,Active,B ,10.00,INE773I01017,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
2659,ISGEC Heavy Engineering Limited,ISGEC,ISGEC Heavy Engineering Ltd,Active,A ,1.00,INE858B01029,Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
2660,Indian Metals & Ferro Alloys Limited,IMFA,INDIAN METALS & FERRO ALLOYS LTD.,Active,B ,10.00,INE919H01018,Metals & Mining,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,
2661,VEDAVAAG Systems Limited,VEDAVAAG,VEDAVAAG SYSTEMS LTD.,Active,X ,10.00,INE359B01010,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
2662,Manjeera Constructions Limited,MANJEERA,MANJEERA CONSTRUCTIONS LTD.,Active,X ,10.00,INE320D01018,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2663,Mold-Tek Packaging Limited,MOLDTKPAC,Mold-Tek Packaging Limited,Active,A ,5.00,INE893J01029,Capital ods,Equity,Industrials,Capital ods,IN070205,Packaging,
2664,Mahindra Holidays & Resorts India Limited,MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Active,A ,10.00,INE998I01010,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,
2665,Excel Realty N Infra Limited,EXCEL,Excel Realty N Infra Ltd,Active,B ,10.00,INE688J01015,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
2666,RAJ OIL MILLS LIMITED,RAJOIL,RAJ OIL MILLS LTD.,Active,B ,10.00,INE294G01026,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Edible Oil,
2667,Bengal & Assam Company Limited,BENGALASM,BENGAL & ASSAM COMPANY LTD.,Active,B ,10.00,INE083K01017,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
2668,Adani Power Limited,ADANIPOWER,ADANI POWER LTD.,Active,A ,10.00,INE814H01011,Power,Equity,Utilities,Power,Power,Electric Utilities,
2669,NHPC Limited,NHPC,NHPC LTD.,Active,A ,10.00,INE848E01016,Power,Equity,Utilities,Power,Power,Electric Utilities,
2670,Suryaamba Spinning Mills Limited,SURYAAMBA,SURYAAMBA SPINNING MILLS LTD.,Active,X ,10.00,INE360J01011,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
2671,Globus Spirits Limited,GLOBUSSPR,GLOBUS SPIRITS LTD.,Active,B ,10.00,INE615I01010,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Beverages,Breweries & Distilleries,
2672,Oil India Limited,OIL,OIL INDIA LTD.,Active,A ,10.00,INE274J01014,Oil- Gas & Consumable Fuels,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,
2673,Reliance Naval and Engineering Limited,RNAVAL,Reliance Naval and Engineering Ltd,Active,Z ,10.00,INE542F01012,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Ship Building & Allied Services,
2674,Bhilwara Technical Textiles Limited,BTTL,BHILWARA TECHNICAL TEXTILES LTD.,Active,X ,1.00,INE274K01012,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,
2675,Shree Precoated Steels Limited,SPSL,SHREE PRECOATED STEELS LTD.,Active,X ,10.00,INE318K01025,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
2676,EXPLEO SOLUTIONS LIMITED,EXPLEOSOL,Expleo Solutions Ltd,Active,B ,10.00,INE201K01015,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
2677,RattanIndia Power Limited,RTNPOWER,RattanIndia Power Limited,Active,A ,10.00,INE399K01017,Power,Equity,Utilities,Power,Power,Electric Utilities,
2678,DEN Networks Limited,DEN,Den Networks Ltd,Active,B ,10.00,INE947J01015,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
2679,ASTEC LIFESCIENCES LIMITED,ASTEC,ASTEC LIFESCIENCES LIMITED,Active,A ,10.00,INE563J01010,Chemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
2680,BNP PARIBAS MUTUAL FUND,FFTF16BGR,Fortis Fixed Term Fund - Series 16B - Growth,Active,F ,10.00,INF251K01159,-,MF,-,-,-,-,
2681,BNP PARIBAS MUTUAL FUND,FFTF16BCQ,Fortis Fixed Term Fund - Series 16B - Calendar Qrtly Dividend,Active,F ,10.00,INF251K01167,-,MF,-,-,-,-,
2682,BNP PARIBAS MUTUAL FUND,FFTF16BCY,Fortis Fixed Term Fund - Series 16B - Calendar Yearly Dividend,Active,F ,10.00,INF251K01175,-,MF,-,-,-,-,
2683,BNP PARIBAS MUTUAL FUND,FFTF16BDM,Fortis Fixed Term Fund - Series 16B - Dividend on Maturity,Active,F ,10.00,INF251K01183,-,MF,-,-,-,-,
2684,D-Link (India) Ltd,DLINKINDIA,D-Link (India) Ltd,Active,B ,2.00,INE250K01012,Information Technology,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,
2685,JSW Energy Limited,JSWENERGY,JSW Energy Ltd,Active,T ,10.00,INE121E01018,Power,Equity,Utilities,Power,Power,Electric Utilities,
2686,Essar Securities Limited,ESSARSEC,Essar Securities Ltd,Active,X ,10.00,INE143K01019,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
2687,Godrej Properties Limited,GODREJPROP,Godrej Properties Ltd,Active,A ,5.00,INE484J01027,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2688,D.B.Corp Limited,DBCORP,D B Corp Ltd,Active,B ,10.00,INE950I01011,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media,
2689,MBL INFRASTRUCTURES LIMITED,MBLINFRA,MBL Infrastructures Ltd,Active,B ,10.00,INE912H01013,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2690,Jubilant Foodworks Limited,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A ,10.00,INE797F01012,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,
2691,Vascon Engineers Limited,VASCONEQ,Vascon Engineers Ltd,Active,B ,10.00,INE893I01013,Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
2692,Thangamayil Jewellery Limited,THANGAMAYL,Thangamayil Jewellery Ltd,Active,B ,10.00,INE085J01014,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
2693,D B REALTY LIMITED,DBREALTY,D B Realty Ltd,Active,T ,10.00,INE879I01012,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2694,Emmbi Industries Limited,EMMBI,Emmbi Industries Ltd,Active,B ,10.00,INE753K01015,Capital ods,Equity,Industrials,Capital ods,IN070205,Packaging,
2695,Hathway Cable & Datacom Limited,HATHWAY,Hathway Cable & Datacom Ltd,Active,A ,2.00,INE982F01036,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
2696,ARSS Infrastructure Projects Limited,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,Active,B ,10.00,INE267I01010,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2697,Texmo Pipes and Products Limited,TEXMOPIPES,TEXMO PIPES & PRODUCTS LTD.,Active,B ,10.00,INE141K01013,Capital ods,Equity,Industrials,Capital ods,IN070205,Plastic Products - Industrial,
2698,Sundaram Multi Pap Ltd.,SUNDARAM,SUNDARAM MULTI PAP LTD.,Active,B ,1.00,INE108E01023,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Household Products,Stationary,
2699,Coromandel Engineering Company Limited,COROENGG,COROMANDEL ENGINEERING COMPANY LTD.,Active,X ,10.00,INE312J01012,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2700,Rossell India Limited,ROSSELLIND,ROSSELL INDIA LTD.,Active,B ,2.00,INE847C01020,Capital ods,Equity,Industrials,Capital ods,Aerospace & Defense,Aerospace & Defense,
2701,MAN INFRACONSTRUCTION LIMITED,MANINFRA,MAN INFRACONSTRUCTION LTD.,Active,A ,2.00,INE949H01023,Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
2702,Tamboli Capital Limited,TAMBOLI,TAMBOLI CAPITAL LTD.,Active,X ,10.00,INE864J01012,Financial Services,Equity,Financial Services,Financial Services,Finance,Holding Company,
2703,INVESCO MUTUAL FUND,IVZINGOLD,Invesco India Gold Exchange Traded Fund,Active,E ,100.00,INF205K01361,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme - ETF,
2704,IL&FS Transportation Networks Limited,IL&FSTRANS,IL&FS Transportation Networks Ltd,Active,Z ,10.00,INE975G01012,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2705,Persistent Systems Limited,PERSISTENT,PERSISTENT SYSTEMS LTD.,Active,A ,10.00,INE262H01013,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
2706,Intrasoft Technologies Limited,ISFT,INTRASOFT TECHNOLOGIES LTD.,Active,B ,10.00,INE566K01011,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,
2707,Goenka Diamond & Jewels Ltd,GOENKA,GOENKA DIAMOND & JEWELS LTD.,Active,Z ,1.00,INE516K01024,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
2708,K C P SUGAR AND INDUSTRIES CORPORATION LTD.,KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORATION LTD.,Active,B ,1.00,INE790B01024,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Sugar,
2709,KIRLOSKAR ELECTRIC COMPANY LTD.,KECL,Kirloskar Electric Company Ltd,Active,B ,10.00,INE134B01017,Capital ods,Equity,Industrials,Capital ods,Electrical Equipment,Other Electrical Equipment,
2710,NEL HOLDINGS SOUTH LIMITED,NEH,Nel Holdings South Ltd,Active,X ,10.00,INE639K01016,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
